value_text,x_distance,y_distance,euclidean_distance,horizontal_score,vertical_score,alignment_score,pattern_score,character_count,is_integer,is_valid
3,0.12382136285305023,0.3180052787065506,0.3412610249999517,0.0,1.0,0,1,1,1,0
68,0.002923727035522461,0.37272809445858,0.3727395613273461,0.7464902645468899,1.0,1,1,2,1,1
4,0.12335975468158722,0.3727829307317734,0.39266365062235076,0.0,1.0,0,1,1,1,0
67,0.0028676390647888184,0.42755918204784393,0.42756879856606383,0.7506889407122342,1.0,1,1,2,1,1
4,0.12331868708133698,0.42774222791194916,0.44516391601582284,0.0,1.0,0,1,1,1,0
76,0.0028972625732421875,0.482355996966362,0.48236469806551074,0.748468427287887,1.0,1,1,2,1,1
5,0.12390242516994476,0.4825036972761154,0.498158236756269,0.0,1.0,0,1,1,1,0
65,0.0029265880584716797,0.5317361801862717,0.5317442338537872,0.7462767225179552,1.0,1,1,2,1,1
5,0.12378723919391632,0.5318223088979721,0.5460386880330201,0.0,1.0,0,1,1,1,0
85,0.0030062049627304077,0.5866196006536484,0.5866273034383277,0.7403586883205868,1.0,1,1,2,1,1
6,0.12369288504123688,0.5866864770650864,0.5995839825919859,0.0,1.0,0,1,1,1,0
68,0.05033877491950989,-0.643090084195137,0.64505724447564,0.0,0.0,0,1,2,1,0
1,0.07149870693683624,-0.6429336667060852,0.6468970280328787,0.0,0.0,0,1,1,1,0
68,0.050353407859802246,-0.5881919860839844,0.590343356172082,0.0,0.0,0,1,2,1,0
1,0.07152356207370758,-0.5880616903305054,0.5923952832071527,0.0,0.0,0,1,1,1,0
68,0.050337791442871094,-0.5334891676902771,0.5358587363197604,0.0,0.0,0,1,2,1,0
2,0.07053489983081818,-0.5334259271621704,0.5380691329773198,0.0,0.0,0,1,1,1,0
69,0.05028761923313141,-0.47860583662986755,0.48124047159846384,0.0,0.0,0,1,2,1,0
2,0.0704953521490097,-0.47856682538986206,0.4837311247359876,0.0,0.0,0,1,1,1,0
62,0.05034905672073364,-0.42383337020874023,0.4268134876209592,0.0,0.0,0,1,2,1,0
3,0.07087714970111847,-0.4236936867237091,0.42958108724579963,0.0,0.0,0,1,1,1,0
67,0.050211191177368164,-0.36910632252693176,0.3725058939786129,0.0,0.0,0,1,2,1,0
3,0.07074381411075592,-0.3689199984073639,0.3756416543194146,0.0,0.0,0,1,1,1,0
68,0.05015382170677185,-0.3141971826553345,0.31817491324795594,0.0,0.0,0,1,2,1,0
4,0.07028220593929291,-0.3141423463821411,0.32190837557008406,0.0,0.0,0,1,1,1,0
67,0.05020990967750549,-0.25936609506607056,0.2641813890107424,0.0,0.0,0,1,2,1,0
4,0.07024113833904266,-0.25918304920196533,0.2685324384665527,0.0,0.0,0,1,1,1,0
76,0.050180286169052124,-0.2045692801475525,0.21063392770419437,0.0,0.0,0,1,2,1,0
5,0.07082487642765045,-0.20442157983779907,0.21634311966035255,0.0,0.0,0,1,1,1,0
65,0.05015096068382263,-0.15518909692764282,0.1630913077473096,0.0,0.0,0,1,2,1,0
5,0.07070969045162201,-0.15510296821594238,0.1704605264369433,0.0,0.0,0,1,1,1,0
85,0.050071343779563904,-0.10030567646026611,0.11210873381696386,0.0,0.0,0,1,2,1,0
6,0.07061533629894257,-0.10023880004882812,0.12261461069481769,0.0,0.0,0,1,1,1,0
59,0.003454655408859253,0.02696262300014496,0.02718304035684578,0.7078907246708107,1.0,1,1,2,1,1
1,0.13912534713745117,0.02710874378681183,0.14174182941466257,0.0,1.0,0,1,1,1,0
66,0.502119779586792,0.026940256357192993,0.5028419736506489,0.0,1.0,0,1,2,1,0
61,0.0033007264137268066,0.04815775156021118,0.048270734717769694,0.7188715117218283,1.0,1,1,2,1,1
1,0.1391591727733612,0.04820215702056885,0.14727091806735562,0.0,1.0,0,1,1,1,0
77,0.5021196007728577,0.04815991222858429,0.5044238997372734,0.0,1.0,0,1,2,1,0
53,0.0035621225833892822,0.0693797618150711,0.06947114557005009,0.7003239548587077,1.0,1,1,2,1,1
2,0.13812685012817383,0.069446861743927,0.15460237169077035,0.0,1.0,0,1,1,1,0
91,0.5021269917488098,0.06940199434757233,0.5069005352750476,0.0,1.0,0,1,2,1,0
68,0.003423929214477539,0.09080374240875244,0.09086827238756562,0.7100691484913503,1.0,1,1,2,1,1
3,0.13839292526245117,0.09084853529930115,0.16554775180813167,0.0,1.0,0,1,1,1,0
86,0.5023540258407593,0.09079191088676453,0.5104926428077964,0.0,1.0,0,1,2,1,0
67,0.003367304801940918,0.11178174614906311,0.11183245286482256,0.714101278406516,1.0,1,1,2,1,1
4,0.1380360722541809,0.11199858784675598,0.17775725280007273,0.0,1.0,0,1,1,1,0
45,0.5019912123680115,0.11182060837745667,0.5142946876573883,0.0,1.0,0,1,2,1,0
44,0.016598373651504517,0.21672651171684265,0.2173611899323927,0.19016990584067592,1.0,1,1,2,1,0
57,0.5024126768112183,0.21665674448013306,0.5471367678646202,0.0,1.0,0,1,2,1,0
0,0.6321003437042236,0.21686825156211853,0.668268421404609,0.0,1.0,0,1,1,1,0
59,0.008482605218887329,-0.16237203776836395,0.162593460017156,0.4281590578750302,0.0,1,1,2,1,0
1,0.1271880865097046,-0.16222591698169708,0.2061408680746071,0.0,0.0,0,1,1,1,0
66,0.4901825189590454,-0.16239440441131592,0.5163824594979393,0.0,0.0,0,1,2,1,0
61,0.008636534214019775,-0.14117690920829773,0.14144083362607093,0.4216189135490588,0.0,1,1,2,1,0
1,0.12722191214561462,-0.14113250374794006,0.19000999590587017,0.0,0.0,0,1,1,1,0
77,0.4901823401451111,-0.14117474853992462,0.5101068870496147,0.0,0.0,0,1,2,1,0
53,0.0083751380443573,-0.1199548989534378,0.12024691563691567,0.43278517556160984,0.0,1,1,2,1,0
2,0.12618958950042725,-0.11988779902458191,0.17406003807090495,0.0,0.0,0,1,1,1,0
91,0.49018973112106323,-0.11993266642093658,0.5046482111049002,0.0,0.0,0,1,2,1,0
68,0.008513331413269043,-0.09853091835975647,0.09889802164133087,0.42684550708545366,0.0,1,1,2,1,0
3,0.1264556646347046,-0.09848612546920776,0.16028272529546472,0.0,0.0,0,1,1,1,0
86,0.4904167652130127,-0.09854274988174438,0.5002192290948552,0.0,0.0,0,1,2,1,0
67,0.008569955825805664,-0.0775529146194458,0.07802498772077641,0.4244353496045514,0.0,1,1,2,1,0
4,0.12609881162643433,-0.07733607292175293,0.14792490820871804,0.0,0.0,0,1,1,1,0
45,0.4900539517402649,-0.07751405239105225,0.49614645411847164,0.0,0.0,0,1,2,1,0
44,0.004661113023757935,0.02739185094833374,0.027785598301925726,0.6274374448825032,1.0,1,1,2,1,1
57,0.4904754161834717,0.027322083711624146,0.4912358192749128,0.0,1.0,0,1,2,1,0
0,0.620163083076477,0.02753359079360962,0.6207739912664764,0.0,1.0,0,1,1,1,0
1,0.1245364099740982,0.04402834177017212,0.13209016726565134,0.0,1.0,0,1,1,1,0
53,0.0030708014965057373,0.04383233189582825,0.04393976719620831,0.7355916411314806,1.0,1,1,2,1,1
2,0.12369002401828766,0.0987342894077301,0.1582645947345583,0.0,1.0,0,1,1,1,0
84,0.00289955735206604,0.09871703386306763,0.0987596081784449,0.748296690043864,1.0,1,1,2,1,1
84,0.0028889328241348267,0.1534719169139862,0.15349910492936383,0.7490921424427701,1.0,1,1,2,1,1
2,0.1235484927892685,0.15347984433174133,0.1970286595564094,0.0,1.0,0,1,1,1,0
57,0.00301147997379303,0.20827853679656982,0.20830030701310223,0.7399682512805057,1.0,1,1,2,1,1
3,0.12381984293460846,0.20842820405960083,0.2424328149237675,0.0,1.0,0,1,1,1,0
65,0.0027869343757629395,0.26309946179389954,0.26311422196349327,0.7567718654750469,1.0,1,1,2,1,1
3,0.12393535673618317,0.26328667998313904,0.29099802148102116,0.0,1.0,0,1,1,1,0
67,0.002819731831550598,0.3178953528404236,0.31790785810536243,0.7542939120447473,1.0,1,1,2,1,1
4,0.12336786091327667,0.3181403577327728,0.34122267850284255,0.0,1.0,0,1,1,1,0
67,0.0028562992811203003,0.3726573884487152,0.3726683345965954,0.7515406885717878,1.0,1,1,2,1,1
4,0.1233540028333664,0.3727950155735016,0.39267331670418026,0.0,1.0,0,1,1,1,0
63,0.002792373299598694,0.4276041090488434,0.4276132264372788,0.7563603749347402,1.0,1,1,2,1,1
5,0.12362803518772125,0.4275534451007843,0.44506835374122683,0.0,1.0,0,1,1,1,0
56,0.00308305025100708,0.4882909953594208,0.48830072839178124,0.7346911845750805,1.0,1,1,2,1,1
6,0.12359146773815155,0.4884028136730194,0.5037977364988777,0.0,1.0,0,1,1,1,0
60,0.002856612205505371,0.5543288886547089,0.5543362490677092,0.7515171713989619,1.0,1,1,2,1,1
6,0.12370435893535614,0.5543273389339447,0.5679626458748813,0.0,1.0,0,1,1,1,0
61,0.058007046580314636,0.6869354546070099,0.6893802551923794,0.0,1.0,0,1,2,1,0
1,0.07139900326728821,-0.6106010973453522,0.6147613502383754,0.0,0.0,0,1,1,1,0
53,0.05006660521030426,-0.610797107219696,0.6128456340264107,0.0,0.0,0,1,2,1,0
2,0.07055261731147766,-0.5558951497077942,0.5603544318359147,0.0,0.0,0,1,1,1,0
84,0.05023784935474396,-0.5559124052524567,0.5581777887209071,0.0,0.0,0,1,2,1,0
84,0.05024847388267517,-0.5011575222015381,0.5036703000840163,0.0,0.0,0,1,2,1,0
2,0.0704110860824585,-0.501149594783783,0.5060717709922785,0.0,0.0,0,1,1,1,0
57,0.05012592673301697,-0.44635090231895447,0.44915669485357623,0.0,0.0,0,1,2,1,0
3,0.07068243622779846,-0.44620123505592346,0.4517649266560301,0.0,0.0,0,1,1,1,0
65,0.05035047233104706,-0.39152997732162476,0.3947542187303785,0.0,0.0,0,1,2,1,0
3,0.07079795002937317,-0.39134275913238525,0.3976952411755888,0.0,0.0,0,1,1,1,0
67,0.0503176748752594,-0.3367340862751007,0.3404727790358273,0.0,0.0,0,1,2,1,0
4,0.07023045420646667,-0.33648908138275146,0.3437400450745513,0.0,0.0,0,1,1,1,0
67,0.0502811074256897,-0.2819720506668091,0.28642001871587,0.0,0.0,0,1,2,1,0
4,0.0702165961265564,-0.2818344235420227,0.2904496732049533,0.0,0.0,0,1,1,1,0
63,0.050345033407211304,-0.2270253300666809,0.2325405832981818,0.0,0.0,0,1,2,1,0
5,0.07049062848091125,-0.22707599401474,0.23776550582751924,0.0,0.0,0,1,1,1,0
56,0.05005435645580292,-0.16633844375610352,0.17370640883803623,0.0,0.0,0,1,2,1,0
6,0.07045406103134155,-0.16622662544250488,0.18054103611592245,0.0,0.0,0,1,1,1,0
60,0.050280794501304626,-0.10030055046081543,0.11219785523094908,0.0,0.0,0,1,2,1,0
6,0.07056695222854614,-0.10030210018157959,0.1226385177978825,0.0,0.0,0,1,1,1,0
61,0.004869639873504639,0.032306015491485596,0.03267096615396817,0.614489161928999,1.0,1,1,2,1,1
70,0.004966065287590027,0.0211934894323349,0.0217675400254392,0.6085924003133462,1.0,1,1,2,1,1
1,0.14029459655284882,0.021432191133499146,0.14192220629171975,0.0,1.0,0,1,1,1,0
29,0.004867449402809143,0.042777374386787415,0.043053406637759604,0.6146237787223583,1.0,1,1,2,1,1
2,0.1395382434129715,0.04260611534118652,0.14589791787151787,0.0,1.0,0,1,1,1,0
74,0.005005210638046265,0.06367303431034088,0.06386945617286137,0.6062147008639697,1.0,1,1,2,1,1
3,0.13977156579494476,0.06378793716430664,0.15363916015276868,0.0,1.0,0,1,1,1,0
73,0.004946783185005188,0.10159662365913391,0.10171698286331117,0.6097670265220806,1.0,1,1,2,1,1
3,0.1396806687116623,0.10157430171966553,0.17270792680584987,0.0,1.0,0,1,1,1,0
49,0.004516512155532837,0.13982105255126953,0.13989397992263983,0.6365761588730209,1.0,1,1,2,1,1
4,0.13932792842388153,0.13993948698043823,0.19747235668629293,0.0,1.0,0,1,1,1,0
56,0.005170568823814392,0.16084182262420654,0.16092491008864512,0.5962728692484603,1.0,1,1,2,1,1
4,0.139474555850029,0.16110733151435852,0.21309322841714204,0.0,1.0,0,1,1,1,0
45,0.0045637935400009155,0.2542639672756195,0.25430492182852665,0.6335734428842686,1.0,1,1,2,1,1
70,0.004760652780532837,-0.21172930300235748,0.21178281697239013,0.6212229287004071,0.0,1,1,2,1,0
1,0.14008918404579163,-0.21149060130119324,0.2536794314195693,0.0,0.0,0,1,1,1,0
29,0.004662036895751953,-0.19014541804790497,0.19020256200332816,0.6273794803718012,0.0,1,1,2,1,0
2,0.1393328309059143,-0.19031667709350586,0.23586876721636946,0.0,0.0,0,1,1,1,0
74,0.004799798130989075,-0.1692497581243515,0.16931780381061448,0.6187958832513503,0.0,1,1,2,1,0
3,0.13956615328788757,-0.16913485527038574,0.21928363005685686,0.0,0.0,0,1,1,1,0
73,0.004741370677947998,-0.13132616877555847,0.13141173159643005,0.6224219327187658,0.0,1,1,2,1,0
3,0.1394752562046051,-0.13134849071502686,0.1915875076993689,0.0,0.0,0,1,1,1,0
49,0.004311099648475647,-0.09310173988342285,0.09320149971700893,0.6497874530676775,0.0,1,1,2,1,0
4,0.13912251591682434,-0.09298330545425415,0.16733490230142117,0.0,0.0,0,1,1,1,0
56,0.004965156316757202,-0.07208096981048584,0.07225177496830099,0.608647722101699,0.0,1,1,2,1,0
4,0.1392691433429718,-0.07181546092033386,0.15669510111897317,0.0,0.0,0,1,1,1,0
45,0.004358381032943726,0.021341174840927124,0.021781671855469323,0.6467224196896272,1.0,1,1,2,1,1
68,0.0031127631664276123,0.027385562658309937,0.02756190009129429,0.7325114428001487,1.0,1,1,2,1,1
1,0.138848215341568,0.027357429265975952,0.14151768737363296,0.0,1.0,0,1,1,1,0
82,0.5019032657146454,0.02731485664844513,0.5026459882748007,0.0,1.0,0,1,2,1,0
68,0.002942800521850586,0.048544153571128845,0.048633269691115213,0.7450678043563884,1.0,1,1,2,1,1
1,0.1386735737323761,0.04854416847229004,0.1469247982621546,0.0,1.0,0,1,1,1,0
98,0.501852959394455,0.048505499958992004,0.5041916068115814,0.0,1.0,0,1,2,1,0
68,0.0030561983585357666,0.06966328620910645,0.06973029322940351,0.7366666204665235,1.0,1,1,2,1,1
2,0.13778620958328247,0.06977000832557678,0.15444382024891543,0.0,1.0,0,1,1,1,0
75,0.5019136369228363,0.06973622739315033,0.5067350790503238,0.0,1.0,0,1,2,1,0
69,0.0029013454914093018,0.09110738337039948,0.09115356882899026,0.7481628961311384,1.0,1,1,2,1,1
2,0.13788309693336487,0.09108798205852509,0.16525365017278704,0.0,1.0,0,1,1,1,0
61,0.5018316209316254,0.09100668132305145,0.5100168544394371,0.0,1.0,0,1,2,1,0
62,0.002961874008178711,0.1121644526720047,0.11220355226484903,0.7436480547075907,1.0,1,1,2,1,1
3,0.13807886838912964,0.11227352917194366,0.17796381443525497,0.0,1.0,0,1,1,1,0
52,0.5020723044872284,0.11220739781856537,0.5144580634593358,0.0,1.0,0,1,2,1,0
67,0.002888798713684082,0.13329361379146576,0.13332491378432096,0.749102188618622,1.0,1,1,2,1,1
3,0.13806447386741638,0.13340647518634796,0.19198720417239315,0.0,1.0,0,1,1,1,0
64,0.5019094049930573,0.13328678905963898,0.5193057085747407,0.0,1.0,0,1,2,1,0
68,0.003010869026184082,0.15452222526073456,0.15455155590230085,0.740013460844907,1.0,1,1,2,1,1
4,0.13770964741706848,0.15460897982120514,0.2070456076160205,0.0,1.0,0,1,1,1,0
58,0.5020968019962311,0.15474171936511993,0.525400988090921,0.0,1.0,0,1,2,1,0
67,0.0029525160789489746,0.17575900256633759,0.1757837999768759,0.7443442810053826,1.0,1,1,2,1,1
4,0.1377348005771637,0.17589987814426422,0.22340913683463812,0.0,1.0,0,1,1,1,0
86,0.5020903050899506,0.17581553757190704,0.5319828735185168,0.0,1.0,0,1,2,1,0
76,0.0030102133750915527,0.19694365561008453,0.19696665928432447,0.7400619814989295,1.0,1,1,2,1,1
5,0.1380273997783661,0.1970328837633133,0.2405691592321514,0.0,1.0,0,1,1,1,0
61,0.5019156634807587,0.19701512157917023,0.5391978221192899,0.0,1.0,0,1,2,1,0
65,0.0030526816844940186,0.21821163594722748,0.21823298771778796,0.7369257276617923,1.0,1,1,2,1,1
5,0.1380082368850708,0.21822400391101837,0.2582014510630836,0.0,1.0,0,1,1,1,0
48,0.5013076961040497,0.21835486590862274,0.5467981836465103,0.0,1.0,0,1,2,1,0
85,0.003228098154067993,0.23930971324443817,0.23933148449551622,0.7241115561348584,1.0,1,1,2,1,1
6,0.1379283368587494,0.23941822350025177,0.27630655412537203,0.0,1.0,0,1,1,1,0
68,0.5018968284130096,0.23940588533878326,0.5560715819981135,0.0,1.0,0,1,2,1,0
61,0.01663455367088318,0.34419314563274384,0.34459487790214277,0.18948311390926173,1.0,1,1,2,1,0
66,0.5015639960765839,0.3443312495946884,0.6083834741408999,0.0,1.0,0,1,2,1,0
68,0.00829342007637024,-0.2898109704256058,0.2899296111051689,0.4363362978371538,0.0,1,1,2,1,0
1,0.12744203209877014,-0.28983910381793976,0.31661992616929596,0.0,0.0,0,1,1,1,0
82,0.49049708247184753,-0.2898816764354706,0.5697532573372733,0.0,0.0,0,1,2,1,0
68,0.008463382720947266,-0.26865237951278687,0.26878565784833774,0.42898287807626756,0.0,1,1,2,1,0
1,0.12726739048957825,-0.26865236461162567,0.2972727395733498,0.0,0.0,0,1,1,1,0
98,0.4904467761516571,-0.2686910331249237,0.5592252779688097,0.0,0.0,0,1,2,1,0
68,0.008349984884262085,-0.24753324687480927,0.24767404094081535,0.4338751372667815,0.0,1,1,2,1,0
2,0.12638002634048462,-0.24742652475833893,0.2778341163568839,0.0,0.0,0,1,1,1,0
75,0.49050745368003845,-0.24746030569076538,0.5493943620098791,0.0,0.0,0,1,2,1,0
69,0.00850483775138855,-0.22608914971351624,0.22624905719882724,0.42720820923836017,0.0,1,1,2,1,0
2,0.12647691369056702,-0.22610855102539062,0.2590781475607173,0.0,0.0,0,1,1,1,0
61,0.4904254376888275,-0.22618985176086426,0.5400731052106555,0.0,0.0,0,1,2,1,0
62,0.00844430923461914,-0.205032080411911,0.205205897470044,0.42980187879392356,0.0,1,1,2,1,0
3,0.1266726851463318,-0.20492300391197205,0.24091369138031116,0.0,0.0,0,1,1,1,0
52,0.49066612124443054,-0.20498913526535034,0.5317647864553371,0.0,0.0,0,1,2,1,0
67,0.00851738452911377,-0.18390291929244995,0.18410005313280642,0.42667253671246774,0.0,1,1,2,1,0
3,0.12665829062461853,-0.18379005789756775,0.22320642456242526,0.0,0.0,0,1,1,1,0
64,0.4905032217502594,-0.18390974402427673,0.5238475011818412,0.0,0.0,0,1,2,1,0
68,0.00839531421661377,-0.16267430782318115,0.16289079693631184,0.4319128610307206,0.0,1,1,2,1,0
4,0.12630346417427063,-0.16258755326271057,0.20588170763420438,0.0,0.0,0,1,1,1,0
58,0.4906906187534332,-0.16245481371879578,0.5168837875509695,0.0,0.0,0,1,2,1,0
67,0.008453667163848877,-0.14143753051757812,0.14168994151818956,0.4293998613693354,0.0,1,1,2,1,0
4,0.12632861733436584,-0.1412966549396515,0.1895353905072812,0.0,0.0,0,1,1,1,0
86,0.4906841218471527,-0.14138099551200867,0.5106461527563662,0.0,0.0,0,1,2,1,0
76,0.008395969867706299,-0.12025287747383118,0.12054562144995432,0.431884543545129,0.0,1,1,2,1,0
5,0.12662121653556824,-0.12016364932060242,0.17456298317510494,0.0,0.0,0,1,1,1,0
61,0.4905094802379608,-0.12018141150474548,0.5050179421313539,0.0,0.0,0,1,2,1,0
65,0.008353501558303833,-0.09898489713668823,0.09933675477609148,0.4337225843490394,0.0,1,1,2,1,0
5,0.12660205364227295,-0.09897252917289734,0.1606973600197619,0.0,0.0,0,1,1,1,0
48,0.48990151286125183,-0.09884166717529297,0.49977311599738405,0.0,0.0,0,1,2,1,0
85,0.008178085088729858,-0.07788681983947754,0.07831499077715413,0.4413979149577924,0.0,1,1,2,1,0
6,0.12652215361595154,-0.07777830958366394,0.14851707241024753,0.0,0.0,0,1,1,1,0
68,0.4904906451702118,-0.07779064774513245,0.4966210405088551,0.0,0.0,0,1,2,1,0
61,0.005228370428085327,0.026996612548828125,0.027498235333286776,0.5928362580560557,1.0,1,1,2,1,1
66,0.490157812833786,0.027134716510772705,0.490908315596834,0.0,1.0,0,1,2,1,0
78,0.005114391446113586,0.021073579788208008,0.021685312194064648,0.5996320003920377,1.0,1,1,2,1,1
1,0.14056329429149628,0.021341606974601746,0.14217420261895672,0.0,1.0,0,1,1,1,0
71,0.005007907748222351,0.04218670725822449,0.042482907260518746,0.6060512201273792,1.0,1,1,2,1,1
1,0.1406567245721817,0.04237346351146698,0.1469007303498938,0.0,1.0,0,1,1,1,0
61,0.005137726664543152,0.1357375979423523,0.13583479572789603,0.5982343773475476,1.0,1,1,2,1,1
78,0.004897519946098328,-0.09328457713127136,0.09341305065237163,0.6127783476741959,0.0,1,1,2,1,0
1,0.14034642279148102,-0.09301654994487762,0.16837219768718664,0.0,0.0,0,1,1,1,0
71,0.004791036248207092,-0.07217144966125488,0.0723302991459228,0.6193383025468652,0.0,1,1,2,1,0
1,0.14043985307216644,-0.07198469340801239,0.1578136509177113,0.0,0.0,0,1,1,1,0
61,0.004920855164527893,0.021379441022872925,0.021938443746099278,0.6113500831064042,1.0,1,1,2,1,1
70,0.0037577450275421143,0.03501593694090843,0.03521699146068121,0.68675717743519,1.0,1,1,2,1,1
71,0.0037830471992492676,0.06236223503947258,0.06247687416340681,0.6850217290891949,1.0,1,1,2,1,1
16,0.14358451962471008,0.07610845193266869,0.16250849433628414,0.0,1.0,0,1,2,1,0
71,0.003858596086502075,0.08993532881140709,0.09001806558782897,0.6798659662813311,1.0,1,1,2,1,1
1,0.36442019045352936,0.027139902114868164,0.3654294042588681,0.0,1.0,0,1,1,1,0
66,0.005084216594696045,0.026945069432258606,0.027420540204215884,0.6014441136812302,1.0,1,1,2,1,1
72,0.005001485347747803,0.04831448197364807,0.04857266745882606,0.6064405755081798,1.0,1,1,2,1,1
3,0.3648766055703163,0.05920518934726715,0.36964874102066403,0.0,1.0,0,1,1,1,0
70,0.005026817321777344,0.06955237686634064,0.06973379396063287,0.6049062859668698,1.0,1,1,2,1,1
66,0.005055278539657593,0.0907553881406784,0.09089607426989744,0.6031870966782237,1.0,1,1,2,1,1
5,0.36480504274368286,0.10138626396656036,0.3786316068850002,0.0,1.0,0,1,1,1,0
69,0.005203038454055786,0.11199681460857391,0.11211760830316378,0.5943399330740643,1.0,1,1,2,1,1
57,0.005311518907546997,0.1331411451101303,0.13324705157841957,0.5879273514016514,1.0,1,1,2,1,1
7,0.3650216832756996,0.14378722012043,0.3923207793775218,0.0,1.0,0,1,1,1,0
55,0.005472719669342041,0.15444616973400116,0.1545431008038958,0.5785258973717646,1.0,1,1,2,1,1
34,0.005247324705123901,0.17565195262432098,0.17573031291526714,0.5917136440416331,1.0,1,1,2,1,1
11,0.36795131117105484,0.18623946607112885,0.4123994497025397,0.0,1.0,0,1,2,1,0
41,0.004737585783004761,0.19680263102054596,0.1968596461839259,0.62265755746927,1.0,1,1,2,1,1
68,0.005124270915985107,0.2179878205060959,0.21804804067319267,0.5990398882996896,1.0,1,1,2,1,1
13,0.36785542219877243,0.2286418229341507,0.4331220322676839,0.0,1.0,0,1,2,1,0
68,0.005165427923202515,0.2394074648618698,0.23946318271754685,0.5965794860118593,1.0,1,1,2,1,1
15,0.36761409789323807,0.260369136929512,0.4504799800604664,0.0,1.0,0,1,2,1,0
72,0.005058497190475464,0.26032547652721405,0.26037461881478985,0.6029929830548928,1.0,1,1,2,1,1
65,0.002849787473678589,0.04936149716377258,0.0494436921244183,0.7520302367715286,1.0,1,1,2,1,1
1,0.12452901899814606,0.04958923161029816,0.1340394287675847,0.0,1.0,0,1,1,1,0
17,0.003558918833732605,0.11538952589035034,0.11544439608948079,0.7005483570662072,1.0,1,1,2,1,1
1,0.12450496852397919,0.11555734276771545,0.16986755621569508,0.0,1.0,0,1,1,1,0
40,0.0024309158325195312,0.17574021220207214,0.1757570241458763,0.7841996909248462,1.0,1,1,2,1,1
2,0.12365381419658661,0.17580047249794006,0.21493271481061915,0.0,1.0,0,1,1,1,0
41,0.0025209933519363403,0.23048973083496094,0.23050351717024462,0.7771675341469858,1.0,1,1,2,1,1
2,0.12369777262210846,0.2306130826473236,0.26169358578263274,0.0,1.0,0,1,1,1,0
56,0.002937406301498413,0.2854118347167969,0.28542694994024,0.7454698187657566,1.0,1,1,2,1,1
3,0.12387539446353912,0.2855548560619354,0.3112662673243763,0.0,1.0,0,1,1,1,0
52,0.0029907524585723877,0.34025058150291443,0.3402637253856777,0.7415036122608335,1.0,1,1,2,1,1
3,0.12391437590122223,0.3404192626476288,0.362270681861705,0.0,1.0,0,1,1,1,0
62,0.002802535891532898,0.39507731795310974,0.3950872579170909,0.7555921071958713,1.0,1,1,2,1,1
4,0.12345914542675018,0.3952616751194,0.41409413471781703,0.0,1.0,0,1,1,1,0
67,0.0027594417333602905,0.44993045926094055,0.4499389210653383,0.7588552939382303,1.0,1,1,2,1,1
4,0.12342263758182526,0.45016029477119446,0.4667734337514757,0.0,1.0,0,1,1,1,0
51,0.0030195415019989014,0.5049435794353485,0.50495260772063,0.7393719641691523,1.0,1,1,2,1,1
5,0.12389512360095978,0.5049867331981659,0.519963077879817,0.0,1.0,0,1,1,1,0
