value_text,x_distance,y_distance,euclidean_distance,horizontal_score,vertical_score,alignment_score,pattern_score,character_count,is_integer,is_valid
M,0.01377597451210022,0.26345694065093994,0.26381686271144783,0.25218370947580987,1.0,1,1,1,0,0
F,0.015032708644866943,0.3181752562522888,0.3185301807057082,0.22240152391649004,1.0,1,1,1,0,0
M,0.01371195912361145,0.3729708790779114,0.37322284825979984,0.2538032515390991,1.0,1,1,1,0,0
M,0.013699114322662354,0.4278682470321655,0.4280874940378469,0.25412946622700955,1.0,1,1,1,0,0
F,0.01496705412864685,0.4885318875312805,0.488761105085261,0.22386649419586288,1.0,1,1,1,0,0
M,0.013744920492172241,0.5546897649765015,0.5548600347916784,0.25296805849895315,1.0,1,1,1,0,0
M,0.07823935151100159,0.687259316444397,0.6916984633237824,0.0,1.0,0,1,1,0,0
F,0.04943576455116272,-0.6104542762041092,0.6124527068702047,0.007129055975205584,0.0,0,1,1,0,0
M,0.05069690942764282,-0.5555039942264557,0.5578125708757923,0.0,0.0,0,1,1,0,0
F,0.04946520924568176,-0.5009187757968903,0.5033551697078061,0.007108095561458388,0.0,0,1,1,0,0
F,0.04949510097503662,-0.44605758786201477,0.44879520575626486,0.007086879958932725,0.0,0,1,1,0,0
M,0.05067446827888489,-0.391154408454895,0.3944232155807345,0.0,0.0,0,1,1,0,0
F,0.049417734146118164,-0.33643609285354614,0.340046110141987,0.007141921546975469,0.0,0,1,1,0,0
M,0.05073848366737366,-0.2816404700279236,0.2861743316274436,0.0,0.0,0,1,1,0,0
M,0.050751328468322754,-0.22674310207366943,0.23235346280890687,0.0,0.0,0,1,1,0,0
F,0.04948338866233826,-0.16607946157455444,0.17329452764124414,0.007095185197074096,0.0,0,1,1,0,0
M,0.050705522298812866,-0.0999215841293335,0.11205076066904178,0.0,0.0,0,1,1,0,0
M,0.01378890872001648,0.03264796733856201,0.03544042571737476,0.25185774067552014,1.0,1,1,1,0,0
F,0.018127262592315674,0.021311640739440918,0.027978271570948857,0.16320858082797196,1.0,1,1,1,0,0
M,0.016796499490737915,0.04281768202781677,0.04599430714096672,0.18643922784240446,1.0,1,1,1,0,0
F,0.018139690160751343,0.06382209062576294,0.06634988779923563,0.16300587822832918,1.0,1,1,1,0,0
F,0.0180414617061615,0.1016949862241745,0.10328293452274646,0.16461494967110393,1.0,1,1,1,0,0
F,0.018145471811294556,0.13975708186626434,0.14093012481023423,0.1629116611650199,1.0,1,1,1,0,0
F,0.018167555332183838,0.16094587743282318,0.16196800773414885,0.16255229181085562,1.0,1,1,1,0,0
F,0.018063843250274658,0.25439609587192535,0.2550366170334141,0.16424692799362808,1.0,1,1,1,0,0
F,0.018310874700546265,-0.2116343230009079,0.21242498629952108,0.16023921764131835,0.0,1,1,1,0,0
M,0.016980111598968506,-0.19012828171253204,0.1908850117135271,0.18304721391216336,0.0,1,1,1,0,0
F,0.018323302268981934,-0.16912387311458588,0.17011357342469477,0.160040202946038,0.0,1,1,1,0,0
F,0.01822507381439209,-0.13125097751617432,0.1325102728639985,0.1616199994727352,0.0,1,1,1,0,0
F,0.018329083919525146,-0.09318888187408447,0.09497432822753243,0.1599477000369596,0.0,1,1,1,0,0
F,0.01835116744041443,-0.07200008630752563,0.07430193654755754,0.1595948689305103,0.0,1,1,1,0,0
F,0.01824745535850525,0.021450132131576538,0.028161636946788696,0.1612586734604961,1.0,1,1,1,0,0
F,0.01841604709625244,0.027431875467300415,0.03304025699513952,0.15856277463007434,1.0,1,1,1,0,0
M,0.017026901245117188,0.0486026257276535,0.051498840701838515,0.18219274305376323,1.0,1,1,1,0,0
M,0.01702210307121277,0.06973062455654144,0.07177821392325343,0.18228018327628487,1.0,1,1,1,0,0
F,0.018368810415267944,0.09100250899791718,0.0928378685665933,0.15931354434768255,1.0,1,1,1,0,0
F,0.01836368441581726,0.11221809685230255,0.11371071262847879,0.1593952293958508,1.0,1,1,1,0,0
M,0.0169583261013031,0.1334255188703537,0.13449889928910663,0.18344642607118447,1.0,1,1,1,0,0
F,0.018402844667434692,0.15452225506305695,0.15561424099877927,0.15877225425615915,1.0,1,1,1,0,0
M,0.017001360654830933,0.17590515315532684,0.17672484027638738,0.18265866882178908,1.0,1,1,1,0,0
F,0.018335998058319092,0.1970900148153305,0.19794110933482686,0.15983714820011816,1.0,1,1,1,0,0
F,0.018309801816940308,0.21822087466716766,0.2189876685639612,0.16025641036655539,1.0,1,1,1,0,0
F,0.018518120050430298,0.23944412171840668,0.24015913098548075,0.1569525097527634,1.0,1,1,1,0,0
F,0.0456031858921051,0.34425686299800873,0.34726421970128113,0.010458726375216026,1.0,0,1,1,0,0
F,0.008911103010177612,-0.2896708995103836,0.2898079325691634,0.410200054280168,0.0,1,1,1,0,0
M,0.010300248861312866,-0.2685001492500305,0.2686976465730462,0.3569980761576062,0.0,1,1,1,0,0
M,0.010305047035217285,-0.24737215042114258,0.24758670157821164,0.3568268233606321,0.0,1,1,1,0,0
F,0.00895833969116211,-0.22610026597976685,0.22627766599057797,0.4082669745776495,0.0,1,1,1,0,0
F,0.008963465690612793,-0.20488467812538147,0.2050806549817119,0.4080577505775945,0.0,1,1,1,0,0
M,0.010368824005126953,-0.18367725610733032,0.18396969022740434,0.3545583315688663,0.0,1,1,1,0,0
F,0.008924305438995361,-0.16258051991462708,0.16282527040751055,0.40965884791893603,0.0,1,1,1,0,0
M,0.010325789451599121,-0.14119762182235718,0.14157468112656355,0.35608744539537407,0.0,1,1,1,0,0
F,0.008991152048110962,-0.12001276016235352,0.12034908980519478,0.4069295498105143,0.0,1,1,1,0,0
F,0.009017348289489746,-0.09888190031051636,0.09929220905586127,0.40586494238388693,0.0,1,1,1,0,0
F,0.008809030055999756,-0.07765865325927734,0.07815667237397057,0.4144085294496246,0.0,1,1,1,0,0
F,0.01827603578567505,0.027154088020324707,0.03273160521964691,0.16079844726959525,1.0,1,1,1,0,0
F,0.018375396728515625,0.021344199776649475,0.028164340379917763,0.15920865000405748,1.0,1,1,1,0,0
F,0.01840957999229431,0.042509183287620544,0.046324327294340724,0.15866535199016402,1.0,1,1,1,0,0
F,0.018231987953186035,0.13596652448177338,0.13718345805663962,0.16150829178448523,1.0,1,1,1,0,0
F,0.018481820821762085,-0.09307262301445007,0.09488988805809426,0.15752327053902335,0.0,1,1,1,0,0
F,0.01851600408554077,-0.071907639503479,0.07425328966623672,0.1569857238666304,0.0,1,1,1,0,0
F,0.018338412046432495,0.021549701690673828,0.028296413188631717,0.15979856835928583,1.0,1,1,1,0,0
F,0.013963669538497925,0.035387735813856125,0.03804307969935728,0.2474944914843923,1.0,1,1,1,0,0
M,0.012838512659072876,0.0629979632794857,0.0642928517384367,0.27696856419174815,1.0,1,1,1,0,0
F,0.014098703861236572,0.09032366797327995,0.0914173859105267,0.24417492956161216,1.0,1,1,1,0,0
F,0.018117547035217285,0.027039512991905212,0.03254813010623992,0.16336722410948418,1.0,1,1,1,0,0
F,0.018180489540100098,0.04840242862701416,0.05170420966334259,0.16234217920819752,1.0,1,1,1,0,0
F,0.018095552921295166,0.06958641111850739,0.07190074859054892,0.16372693127031404,1.0,1,1,1,0,0
F,0.018072843551635742,0.09072332084178925,0.092505938288329,0.16409916731317778,1.0,1,1,1,0,0
F,0.018089354038238525,0.11200343072414398,0.11345480696514738,0.16382845514381075,1.0,1,1,1,0,0
M,0.016763508319854736,0.13319559395313263,0.13424634616896514,0.18705532842007203,1.0,1,1,1,0,0
F,0.01808065176010132,0.15452922880649567,0.155583394112612,0.16397108527350768,1.0,1,1,1,0,0
M,0.016697585582733154,0.17577020823955536,0.17656153451097256,0.18829252182260683,1.0,1,1,1,0,0
M,0.01673680543899536,0.1968090981245041,0.1975194718524821,0.18755548752221293,1.0,1,1,1,0,0
M,0.01668989658355713,0.21801261603832245,0.21865052801180893,0.1884373556013261,1.0,1,1,1,0,0
F,0.018067002296447754,0.23941482603549957,0.24009555493092405,0.16419504982540387,1.0,1,1,1,0,0
F,0.017998039722442627,0.2603602260351181,0.2609815639751368,0.16533129456783838,1.0,1,1,1,0,0
F,0.015107065439224243,0.04974508285522461,0.0519884284669018,0.22075395048367125,1.0,1,1,1,0,0
F,0.015031754970550537,0.11573901772499084,0.11671107008951814,0.22242273479001612,1.0,1,1,1,0,0
M,0.013848364353179932,0.17617842555046082,0.17672185723531114,0.2503647472730974,1.0,1,1,1,0,0
F,0.01506778597831726,0.23086243867874146,0.23135363357203628,0.2216227653123236,1.0,1,1,1,0,0
F,0.015074372291564941,0.2857882082462311,0.28618549346984,0.22147684567570392,1.0,1,1,1,0,0
M,0.013898968696594238,0.3407631516456604,0.3410464878140695,0.24910099317727544,1.0,1,1,1,0,0
F,0.015010654926300049,0.3954787254333496,0.39576349254536247,0.22289254321928328,1.0,1,1,1,0,0
M,0.013870805501937866,0.4504842758178711,0.4506977723535189,0.24980352997294003,1.0,1,1,1,0,0
F,0.015077531337738037,0.5052666664123535,0.5054915787020522,0.22140689116758563,1.0,1,1,1,0,0
M,0.013933926820755005,0.5602124333381653,0.560385692878855,0.24823170315517334,1.0,1,1,1,0,0
M,0.013844043016433716,0.6150349378585815,0.6151907284035986,0.25047296169119526,1.0,1,1,1,0,0
F,0.015109270811080933,0.6697690486907959,0.6699394514794723,0.220705271396678,1.0,1,1,1,0,0
F,0.014879196882247925,0.04403987526893616,0.04648549358202138,0.22584198893920518,1.0,1,1,1,0,0
F,0.07942044734954834,0.17724793404340744,0.194227798164574,0.0,1.0,0,1,1,0,0
F,0.04931515455245972,-0.0944293811917305,0.10653118088515744,0.007215560133088747,0.0,0,1,1,0,0
F,0.015226095914840698,0.038778677582740784,0.04166077089870147,0.21814188233762952,1.0,1,1,1,0,0
F,0.018134325742721558,0.027190014719963074,0.03268257441841053,0.1630933448538217,1.0,1,1,1,0,0
F,0.018183410167694092,0.04843413829803467,0.0517349220353114,0.1622947720266442,1.0,1,1,1,0,0
M,0.01673048734664917,0.06988754868507385,0.07186222003295581,0.1876740242535906,1.0,1,1,1,0,0
F,0.018111109733581543,0.09100240468978882,0.09278712170935108,0.16347242237539855,1.0,1,1,1,0,0
M,0.016747862100601196,0.11210381984710693,0.11334794797107427,0.18734822836725942,1.0,1,1,1,0,0
M,0.01669207215309143,0.1332370936870575,0.13427862230056484,0.18839636420347255,1.0,1,1,1,0,0
M,0.016801536083221436,0.15467199683189392,0.15558186982653602,0.18634534964434188,1.0,1,1,1,0,0
F,0.01809394359588623,0.17577311396598816,0.176701947890088,0.16375328238169487,1.0,1,1,1,0,0
M,0.016683578491210938,0.1969536542892456,0.1976590087224968,0.18855644968115026,1.0,1,1,1,0,0
M,0.016733527183532715,0.21818459033966064,0.2188253330711222,0.18761698308172178,1.0,1,1,1,0,0
F,0.01809591054916382,0.23939335346221924,0.24007632049098548,0.16372107604366717,1.0,1,1,1,0,0
M,0.016771823167800903,0.2607640326023102,0.26130284107026214,0.18689985940275786,1.0,1,1,1,0,0
F,0.017933428287506104,0.28179043531417847,0.28236050942845625,0.1664029822216346,1.0,1,1,1,0,0
M,0.016790568828582764,0.3028983175754547,0.3033633365975994,0.1865498314440724,1.0,1,1,1,0,0
F,0.017929494380950928,0.3240453600883484,0.3245410022840626,0.1664684564775267,1.0,1,1,1,0,0
F,0.018088698387145996,0.34555187821388245,0.3460250013315266,0.16383919692651025,1.0,1,1,1,0,0
F,0.018049687147140503,0.3665623366832733,0.3670064548217253,0.16447960228805245,1.0,1,1,1,0,0
F,0.018076598644256592,0.3878155052661896,0.3882365638929639,0.16403755812408577,1.0,1,1,1,0,0
M,0.01694771647453308,0.40906575322151184,0.4094166771791105,0.1836411591664818,1.0,1,1,1,0,0
F,0.018082141876220703,0.43047061562538147,0.43085022313064514,0.1639466534981341,1.0,1,1,1,0,0
M,0.01691257953643799,0.451683908700943,0.4520004300063642,0.1842875529204484,1.0,1,1,1,0,0
F,0.018044501543045044,0.47269925475120544,0.47304353867089444,0.16456491701648535,1.0,1,1,1,0,0
M,0.016857057809829712,0.4938748776912689,0.4941624785559601,0.18531359497905467,1.0,1,1,1,0,0
M,0.016845136880874634,0.515331357717514,0.5156066008921063,0.1855346377246368,1.0,1,1,1,0,0
F,0.018068701028823853,0.5364424288272858,0.5367466417249265,0.1641671598496378,1.0,1,1,1,0,0
M,0.01681673526763916,0.5575588047504425,0.5578123549544273,0.1860623350449173,1.0,1,1,1,0,0
F,0.018260538578033447,0.5786814391613007,0.5789694770011231,0.16104783315150226,1.0,1,1,1,0,0
M,0.043686866760253906,0.683491438627243,0.6848861868982806,0.01266786666088526,1.0,0,1,1,0,0
M,0.04363751411437988,0.704760879278183,0.7061105647128078,0.012730540463302228,0.0,0,1,1,0,0
F,0.00902751088142395,-0.6292042583227158,0.6292690161164405,0.405452687919078,0.0,1,1,1,0,0
F,0.008978426456451416,-0.6079601347446442,0.6080264283568271,0.40744772137108043,0.0,1,1,1,0,0
M,0.010431349277496338,-0.586506724357605,0.5865994807059044,0.3523483620905518,0.0,1,1,1,0,0
F,0.009050726890563965,-0.56539186835289,0.5654643052013268,0.4045124804038307,0.0,1,1,1,0,0
M,0.010413974523544312,-0.5442904531955719,0.5443900699913786,0.3529610908466497,0.0,1,1,1,0,0
M,0.010469764471054077,-0.5231571793556213,0.5232619327635148,0.35099740556180165,0.0,1,1,1,0,0
M,0.010360300540924072,-0.5017222762107849,0.5018292321830499,0.35486066692248674,0.0,1,1,1,0,0
F,0.009067893028259277,-0.4806211590766907,0.4807066935629184,0.40381868437030544,0.0,1,1,1,0,0
M,0.01047825813293457,-0.4594406187534332,0.4595600897097549,0.3506994068063731,0.0,1,1,1,0,0
M,0.010428309440612793,-0.4382096827030182,0.43833374915978013,0.3524554865264614,0.0,1,1,1,0,0
F,0.00906592607498169,-0.4170009195804596,0.4170994580990797,0.40389812143097603,0.0,1,1,1,0,0
M,0.010390013456344604,-0.39563024044036865,0.3957666478248602,0.3538078373306651,0.0,1,1,1,0,0
F,0.009228408336639404,-0.37460383772850037,0.37471749193405474,0.3973885213464509,0.0,1,1,1,0,0
M,0.010371267795562744,-0.3534959554672241,0.353648064786693,0.35447169552935187,0.0,1,1,1,0,0
F,0.00923234224319458,-0.33234891295433044,0.33247712114553174,0.39723222316068185,0.0,1,1,1,0,0
F,0.009073138236999512,-0.3108423948287964,0.3109747839622516,0.40360692858105324,0.0,1,1,1,0,0
F,0.009112149477005005,-0.2898319363594055,0.28997514135169206,0.40203547511555776,0.0,1,1,1,0,0
F,0.009085237979888916,-0.26857876777648926,0.2687323874219268,0.4031188699034024,0.0,1,1,1,0,0
M,0.010214120149612427,-0.247328519821167,0.24753934024182928,0.3600861340280876,0.0,1,1,1,0,0
F,0.009079694747924805,-0.22592365741729736,0.22610603671181323,0.4033423899893616,0.0,1,1,1,0,0
M,0.01024925708770752,-0.20471036434173584,0.20496677911255803,0.35882312182657333,0.0,1,1,1,0,0
F,0.009117335081100464,-0.1836950182914734,0.1839211394703877,0.4018270494802418,0.0,1,1,1,0,0
M,0.010304778814315796,-0.1625193953514099,0.16284576240049922,0.35683639433021197,0.0,1,1,1,0,0
M,0.010316699743270874,-0.1410629153251648,0.14143967043806138,0.3564112656464594,0.0,1,1,1,0,0
F,0.009093135595321655,-0.11995184421539307,0.12029601009854331,0.40280062780681053,0.0,1,1,1,0,0
M,0.010345101356506348,-0.09883546829223633,0.09937540397212,0.3554004362931999,0.0,1,1,1,0,0
F,0.00890129804611206,-0.07771283388137817,0.07822095407741073,0.4106024512014883,0.0,1,1,1,0,0
M,0.0165250301361084,0.02709716558456421,0.03173850979041993,0.1915698061876347,1.0,1,1,1,0,0
M,0.016475677490234375,0.04836660623550415,0.05109575860580333,0.19251759072811564,1.0,1,1,1,0,0
F,0.018129795789718628,0.021350935101509094,0.02800985407112562,0.16316724210884048,1.0,1,1,1,0,0
M,0.016707658767700195,0.04253089427947998,0.04569488844181822,0.1881029467798374,1.0,1,1,1,0,0
F,0.018020659685134888,0.0637245625257492,0.06622359129936677,0.16495773844689451,1.0,1,1,1,0,0
F,0.018085092306137085,0.08507506549358368,0.08697607333318198,0.16389828932212336,1.0,1,1,1,0,0
M,0.016599267721176147,0.10633155703544617,0.10761940210975725,0.19015290408619798,1.0,1,1,1,0,0
F,0.018065422773361206,0.1274046003818512,0.12867902586839658,0.16422098686094688,1.0,1,1,1,0,0
M,0.016613125801086426,0.14863795042037964,0.14956348569772623,0.18988957117876534,1.0,1,1,1,0,0
M,0.016640454530715942,0.1700778305530548,0.170889944621158,0.18937133556233762,1.0,1,1,1,0,0
F,0.017937511205673218,0.19106429815292358,0.19190445627166383,0.16633505511370192,1.0,1,1,1,0,0
M,0.0168226957321167,0.21233206987380981,0.21299744361985154,0.18595146629579737,1.0,1,1,1,0,0
M,0.016581445932388306,0.30579617619514465,0.3062454011487857,0.19049209273324474,1.0,1,1,1,0,0
F,0.018503397703170776,-0.2626713961362839,0.26332230834995024,0.15718375086677838,0.0,1,1,1,0,0
M,0.017081260681152344,-0.241491436958313,0.2420947822458145,0.1812050405572608,0.0,1,1,1,0,0
F,0.018394261598587036,-0.22029776871204376,0.2210643701713652,0.15890858807485492,0.0,1,1,1,0,0
F,0.018458694219589233,-0.1989472657442093,0.19980174658743433,0.1578879899135342,0.0,1,1,1,0,0
M,0.016972869634628296,-0.1776907742023468,0.17849955053238506,0.18317982406383976,0.0,1,1,1,0,0
F,0.018439024686813354,-0.15661773085594177,0.1576994332579072,0.15819885383997065,0.0,1,1,1,0,0
M,0.016986727714538574,-0.13538438081741333,0.13644588483264078,0.18292614781374228,0.0,1,1,1,0,0
M,0.01701405644416809,-0.11394450068473816,0.1152077573472361,0.18242691636893715,0.0,1,1,1,0,0
F,0.018311113119125366,-0.09295803308486938,0.09474435486438797,0.16023539728620206,0.0,1,1,1,0,0
M,0.017196297645568848,-0.07169026136398315,0.07372385114161639,0.17913245682030884,0.0,1,1,1,0,0
M,0.016955047845840454,0.021773844957351685,0.027596629715991198,0.1835065743545548,1.0,1,1,1,0,0
M,0.013086110353469849,0.03549322485923767,0.0378287628014927,0.27019508729772757,1.0,1,1,1,0,0
F,0.014125078916549683,0.06271114945411682,0.0642822379841845,0.24353176538167112,1.0,1,1,1,0,0
F,0.018113017082214355,0.027276858687400818,0.03274306655878497,0.1634412454586235,1.0,1,1,1,0,0
F,0.018257856369018555,0.048459649085998535,0.05178500660162003,0.16109103534009903,1.0,1,1,1,0,0
F,0.018173307180404663,0.06981123983860016,0.07213791168086238,0.16245882108385998,1.0,1,1,1,0,0
M,0.016639798879623413,0.09113731980323792,0.09264390950122937,0.18938375212168523,1.0,1,1,1,0,0
F,0.018058419227600098,0.11215576529502869,0.11360027374048584,0.16433604006490454,1.0,1,1,1,0,0
M,0.016656845808029175,0.13332399725914001,0.13436048063857034,0.18906118601150543,1.0,1,1,1,0,0
F,0.018089473247528076,0.15468105673789978,0.1557352187397777,0.16382650216807684,1.0,1,1,1,0,0
M,0.0168038010597229,0.17595326900482178,0.17675384183529907,0.18630314764003952,1.0,1,1,1,0,0
F,0.04535171389579773,0.28077495098114014,0.284414048618819,0.01072506890393068,1.0,0,1,1,0,0
F,0.00903049111366272,-0.22611306607723236,0.22629332385335804,0.40533187160582257,0.0,1,1,1,0,0
F,0.00888565182685852,-0.20493027567863464,0.20512282344514798,0.4112453916474394,0.0,1,1,1,0,0
F,0.008970201015472412,-0.18357868492603302,0.1837977096305329,0.40778300296254055,0.0,1,1,1,0,0
M,0.010503709316253662,-0.16225260496139526,0.16259223759503078,0.34980797020413906,0.0,1,1,1,0,0
F,0.009085088968276978,-0.1412341594696045,0.14152606347470836,0.4031248768874185,0.0,1,1,1,0,0
M,0.0104866623878479,-0.12006592750549316,0.12052301454822247,0.3504047939025357,0.0,1,1,1,0,0
F,0.009054034948348999,-0.0987088680267334,0.09912323731580298,0.40437868746879446,0.0,1,1,1,0,0
M,0.010339707136154175,-0.0774366557598114,0.07812390926550572,0.3555921988356829,0.0,1,1,1,0,0
F,0.018208205699920654,0.027385026216506958,0.032885839136160055,0.1618928519986188,1.0,1,1,1,0,0
F,0.015036404132843018,0.04415413737297058,0.046644198957612466,0.2223193508851483,1.0,1,1,1,0,0
M,0.013722360134124756,0.09909269213676453,0.1000383166719743,0.25353940774623107,1.0,1,1,1,0,0
M,0.013751029968261719,0.1538293957710266,0.15444278496733724,0.25281355546990697,1.0,1,1,1,0,0
F,0.01492956280708313,0.20853739976882935,0.20907113370323313,0.2247073745688595,1.0,1,1,1,0,0
F,0.014978170394897461,0.26338616013526917,0.2638117035674881,0.2236177765066704,1.0,1,1,1,0,0
F,0.014977961778640747,0.3181537389755249,0.3185061082038284,0.22362244158567773,1.0,1,1,1,0,0
F,0.01488584280014038,0.3729161024093628,0.3732130862551055,0.22569194607184073,1.0,1,1,1,0,0
F,0.014860659837722778,0.4277513027191162,0.42800936460399264,0.22626102150093858,1.0,1,1,1,0,0
M,0.013759970664978027,0.48277223110198975,0.4829682845859488,0.2525876235518721,1.0,1,1,1,0,0
M,0.013700932264328003,0.5375280380249023,0.5377026196772827,0.2540832711716203,1.0,1,1,1,0,0
F,0.014993339776992798,0.5922979116439819,0.5924876508210872,0.22327881931071533,1.0,1,1,1,0,0
F,0.014973312616348267,0.6472070813179016,0.6473802639861241,0.2237264314594119,1.0,1,1,1,0,0
F,0.014924228191375732,0.696571409702301,0.6967312691431031,0.22482727929729263,1.0,1,1,1,0,0
M,0.013581529259681702,0.0439593642950058,0.04600960384802961,0.25713528650188205,1.0,1,1,1,0,0
F,0.014897957444190979,0.09872139990329742,0.09983919037570216,0.22541869386374766,1.0,1,1,1,0,0
F,0.015070140361785889,0.03866226226091385,0.04149553775595168,0.2215705929567589,1.0,1,1,1,0,0
F,0.018100440502166748,0.027389034628868103,0.03282963850355064,0.16364692796129485,1.0,1,1,1,0,0
M,0.016840189695358276,0.04865238070487976,0.05148442616197842,0.1856264478601063,1.0,1,1,1,0,0
F,0.01809743046760559,0.06967604160308838,0.07198796957134658,0.1636961936663957,1.0,1,1,1,0,0
M,0.016739994287490845,0.09099876880645752,0.0925256901246153,0.18749568845380765,1.0,1,1,1,0,0
F,0.018224388360977173,0.1122104823589325,0.11368078413855184,0.16163107815048247,1.0,1,1,1,0,0
F,0.018212109804153442,0.13335654139518738,0.13459438352474024,0.16182965967801718,1.0,1,1,1,0,0
M,0.043897390365600586,0.238379567861557,0.2423877044215993,0.012403965779692001,1.0,0,1,1,0,0
F,0.008827239274978638,-0.18342410027980804,0.18363638178932518,0.4136546105057528,0.0,1,1,1,0,0
M,0.01008749008178711,-0.1621607542037964,0.1624742061377566,0.36467489965281313,0.0,1,1,1,0,0
F,0.008830249309539795,-0.14113709330558777,0.14141305600834322,0.41353011777566334,0.0,1,1,1,0,0
M,0.010187685489654541,-0.11981436610221863,0.12024670997625088,0.36103926871347586,0.0,1,1,1,0,0
